"id","text_only"
820750351980699652,"era hora doto"
820350483084746753,"Casi los pasos cebra conductores creen que pueden hacer que les gana pasa nada ACTs una"
776541380697059328,"ATENCIN tema hoy Computo Trminos"
843323212037586944,"Con familia tan querida Cdla Rio Guayas"
814062034048417793,"Oficial Desde HOY Modo INOCENTES"
817596484476506112,"Garzota"
813417723149565952,"abrazara diablo sin dudar por ver cara escucharme hablar"
763484208530616320,"Debemos rechazar los parasos fiscales frmula utilizada para las lites para los ciudadanos"
816484019097501696,"Comenz invierno sabe que nunca"
777226095393435649,"Daddy Yankee Garzota"
817883454373318656,"Angelito Vuelve"
834258623744397314,"mas importante mejor BIGBANG are Kings"
812049556565295104,"Porque les gusta meterse esas polmicas puyosas cada quien nos gusta que nos gusta sea mejor jajaja"
824399466866372610,"Conduzca con precaucin sector Casa Cultura encuentra aglomeracin personas los alrededo"
816359814045413376,"extraaba este calorcito"
828470425147568128,"Diego maana abren seal para guayaquil"
816660153177088004,"Gracias amigos por apoyo"
830640629449424897,"Porque solamente haces volar tocar cielo volver girar Torbellino"
829366317438365697,"promueve artista ecuatoriano con los estudiantes del Colegio aho"
817542285953040386,"Gracias Reyes Magos"
828080294045573120,"Lol"
837143438193790976,"CMDTE todo caro obrad ste GOB ladrnqhastalos nos gusta tomarnosun buen tragono han tenidoacorralados"
882432892969865217,"sabes porque eres que recibe los golpes"
822285176579334146,"Hermanos monos"
834696354249089024,"promedio las Tendencias del mircoles Ecuador tenan caracteres largo"
769568438838763520,"sentimientos indignacin estafa hacen que las protestas continen"
762422149478879232,"Ama con locura despierta con ganas sonre sin motivos abraza con esperanzas vive cada como fuera ltimo vida"
773300971917152257,"PERSONAS DECIDIDAS INDECISAS NECESITA ESTE MUNDO"
768486784619651073,"Just posted photo Portoviejo Manabi"
811681258648571904,"saludos cordiales pana gracias por fimarme mis camiseta GRATITUD SIEMPRE BROTHER"
817240432384049153,"Ive reached twitter peak its time die"
815271092428345344,"Que puede esperar dices noviao beb"
828917947317964800,"Con los terroristaaaass Jajjajajjajajjajja Salinas Beach"
761353517391052800,"respuesta correcta Inversor que pregunta Como utilizaras dinero"
834246996257026052,"Ohhh vino una nostalgia quiero volver"
842030537124528129,"eso smale las tienen hijos para retener marido las tienen hijos para cuiden otro hijo los"
846758256194281472,"Termina intervencin del presidente entrega escuelas Siglo XXI"
817543775492964353,"esta vez"
823095888155381760,"debera estar bailando durmiendo pero uno otro"
825374511344279553,"perdon"
828444608858296320,"Brady back"
766153293328441344,"GRACIAS POR INCLUIRME SKYPE sexoadancoronacorona BBM FCCCA TELFONO"
835706405982199809,"Flash Informativo"
763804719982706688,"extiende uso Moments todos sus usuarios"
832438787586322432,"Cmplices CORRUPTOSbuscn sus beneficios cambios"
821223503798083584,"ECUADOR Unido Por Lenin Portovelo"
844910243163394048,"travs las capacitaciones tiene como objetivo que los estudiantes sepan como deben actuar una emergenc"
840808927088529408,"todo parece menos presidente hermoso pas Correa"
817237747064852481,"LAS QUE HACEMOS ZAPATEAR"
824020576222281728,"sufras amigo sufres por Barcelona fuera otro equipo diras nada"
820693229125468160,"leninmorenog Guayaquil Ecuador"
777297916109156356,"Que buen ftbol con"
828645580658397184,"derrito por calor que por flaco"
838462780604887040,"Hay gente que habla mal juzga sin conocerte pero normal los perros ladran cuando conocen las personas"
763924109713473536,"Cual Jodido Problema con los Gays Ustedes son los idiotas por aceptarlo son personas recapaciten"
821503167246532612,"Ojal hackearan ests perras ganas que traigo"
777969706795958272,"Unos nachos con queso luego ofi par cervezitasPor supuesto Desde las"
775910037181136896,"Juzgar una persona define quien ella eldefine quien eres"
819549526167941120,"Hoyyy dueves disfruta nuestra promo jarrasccteles"
813166628015931392,"Hoy noche paz noche amor hoy noche sexo liberare tus fantasas UPS"
833744451898064896,"Tan considerados ustedes"
822476840380100609,"vacunaron contra influenza bao Tocoquirurgico sirvi nada haberme escondido"
837902240077787136,"porqu pero gusta dedicarle tweets sobre sonrisas que tiene sonrisa"
816789904881487872,"Que guapooo condenado"
826856443253026818,"Where are the old days The gold days"
840919194258546689,"Con este nuevo trapeador tus pisos quedarn CONGELADOS"
816128601825296384,"como Toby fue mejor Spiderman Ledger mejor Joker"
813754993962586112,"Roque como piedra zapato trabajo paciencia"
763132093425651714,"Alguien est perdiendo helado paseo parque Compis Concytec Ceplan siempre unidas"
844517846596177920,"tenso momento que protagoniz Floyd Mayweather junto dos tigres hotel Mosc"
773351262683267072,"Mas perano que nunca Atte Achilier"
829414589213376520,"celebrar"
768185128443056128,"proteges ambiente aseguras futuro tus hijos"
884976684792938496,"MARKNatura Viva Monique Musique Serkal CMYK MusikLatinoamerican Bookings"
843678936269799424,"unico partido casi saca punto visita fue frente Colombia"
813627286536802305,"Mmmmm"
775058110134247424,"tambin presidente"
842757549405429762,"Clarificando dudas sobre pernisos colecciones biologicas"
817893324531109889,"Balaaaaaaaaaa"
842207300291047424,"Programa Menos Pobreza Mas Desarrollo del reducir aos pobreza extrema"
882940308916510721,"Love BRUNATICOS"
778103054860156928,"Crear cuenta bancaria emocional que genera comercio entre los corazones STEPHEN COVEY"
827996783741718528,"Renovando energas San Vicente Manabi Ecuador"
823949555628580864,"Just about All you need this world yourself you"
770242482827296769,"Para esos que dicen que van dejen ser pendejos unos cmplices otros"
839846148949037060,"Todos somos Ella innombrable alguien Lord Voldemort pues"
824444217015603205,"CUANDO PODRAS SUBIR POKEMON"
821118609007124480,"Muri Gene Cernan ltimo hombre que pis Luna"
882744429949464577,"FOTO INDUMENTARIA PARA PARTIDO Con estos uniformes jugar Barcelona ante Palmeiras"
766747405060571137,"Chicos voto por"
883468991574011905,"Salazar sent muy cmodo fue partido exigente estoy sorprendido por todo genera estar grup"
846846359844081668,"Que golazo chile hpta"
817022134388191233,"JAJAJAJAAJA por"
882411417340702720,"Senecyt Quito agilita registro mdicos especialistas estudiaron extranjero"
845087107295121409,"con estos nuevos periodistas familia dejara escucharlos insisten con preguntas altura"
829189008639016960,"que gusta"
770347533386280960,"Los nicos que acepto vida"
884624254205136899,"dame vida tiempo que quiero conocer"
815970806673108992,"Keeping our thumbs busy Mantn nuestros pulgares ocupados"
773913714944716800,"laclavetv disponible Youtube"
845658660995039234,"mejor trabajo Sincero nuestro Ecuador"
825856894447321088,"Who for livestream"
846222666067591168,"soy cobarde pero mejor estaran bien sin"
841146848542900225,"pueblo sus tipas bien grillas"
816346079184699392,"Buscaremos estamos enero cojudo mierda"
827379838545588226,"khe crjos Facebook odia creo"
844792127435390976,"esta hecho por Balsa Surf Camp"
839494245174165504,"ANGELLLLLLLL"
824105190026608640,"que hacer para salir rutina del"
827328688064708608,"Cambio Ingresa Jacson Pita para reemplazar Michael Estrada"
818877254038077441,"Que tome por sorpresa Recuerda que hoy Martes Mucho para todos clsicos momentos para compa"
845063595511578624,"Out Darkness Into LightTRUE STORIES MUSLIMS CONVERTING CHRISTon Amazon Kindle Click HERE"
883695168716546048,"Strawberry beach forever SAN MATEO BEACH"
838459666694828034,"Vamos por sorbetes"
837901867086643200,"Avenida Octubre"
768559432305373186,"impulsa sector productivo lcteos provincia"
828440868654895105,"queda duda eso"
827706395646640128,"Why you will like this perfect"
815289895593869312,"midnight burn viejo The orange idiot going down"
838851222497030144,"Estas valiendo porque voy poner jajajajajaja"
828998694150270976,"estrese MIERDA"
765358698818523136,"muero por Korina Rivadeneira"
826431320117084162,"Los das febrero inician las fiestas del Carnaval Cultura Alegra"
830588792641826816,"mishel nos traen los sanduiches"
830048049288380416,"revolucin ciudadana corazn los santaelenenses"
765272091855683585,"Luce Genial Cabello Lacio Sano Con Brillo Visitanos Nuestros Locales Gran"
822902681610125313,"entonces caminando por donde los amigos tan Parque Julio Andrade"
827005299911512064,"Jaaajajaja"
845022880861585409,"Vicepresidenta acaba convertirse ocupando posicin Ecuador"
842176614578434049,"Mis personas favoritas Gracias por tanto por estar conmigo mis"
768125690868793345,"Buen trabajo directiva actualSe les cae eran chiros tienen vnculos importantes mejor socio estratgico del Ecuador"
843532055501832193,"Comiendo los Agachaditos Guayaquil Alborada"
819983106753052673,"Solo quede con perro que tiene prejuicio"
841840376046579713,"waaooo esta lluvia que esta asustando cada vez mas peor"
765197771016110080,"Dear your smile the most angelic thingIve ever been fortunate enough witnessWould you mind following"
841437953025019904,"Amen"
817447283788812288,"Espectacular noticia algo que tengo mucho tiempo probar subir mis Live Photos"
882613218576871425,"Deejay Vlady Zam Contrataciones Instagram"
843499000993103872,"corazn cree todo casi todo que hace latir pobre inocente"
766287423252946944,"papitox este nuevo todo tiempo pre perfecto jueves"
817385347986452480,"Que mas quiere mijo ella cumple con todo esto Joda"
845379876580343809,"Just posted photo Laguna Quilotoa"
811379292609413126,"Como pudieron Abraham Mateo"
840200534464241664,"Complementa alimentacin con productos alta calidad lograr los resultados que"
834249947746820096,"Nunca somos tan vulnerables sufrimiento como cuando amamos"
819018801903714308,"Hoy cumpleaos olvides pls tampoco pls"
827337159300485125,"Mis teoras son como los chistes SeokJin sea van"
840230596249038848,"ltltno slo que sabe parte grupo corruptos muy cercano Correa Una humillacin para pas tener fiscal inmoral"
837673236569735168,"Primer ejercicios despus operacin hay que motivarse para llegar objetivo"
776078214993211393,"como estas baby"
843948039605829632,"Quiero por fii seria mejor"
883169406645395458,"Con Alfredo Arias mando Emelec para NINGN lado simple"
816019471206940672,"Puyit everywhere Suburbio Guayaquil"
884950856281600001,"sorpresa del"
841893865988714496,"PARA CREERLas viudas del Chapecoense hacen juicio club por este INSLITO motivoDETALLES"
816771657020964868,"gracias los trolls que exclaman"
814813131440418817,"regrannapp from kuacke Excelente fenomenal Sin palabras significado del evento"
846713551314206720,"KHE CALOR"
812025676672933888,"como cada tarde acompaamos programando solo exitos bienvenidos donde ritmo pones"
839496630407741441,"Just posted photo Victor EstradaUrdesa Central"
832731403162750976,"Cuando sentimiento verdad tan fcil slo verdadero perdurar"
883539924376580096,"ganas una cerveza"
884464620420964352,"JAJAJAJAJAJA"
773938622009573377,"Ama quien ama sonre quien odiaDesde hoy procurare hacer esto"
827178433541189632,"Quitando xido vuelta con furia"
777262643593768960,"veces los valores que practicado enseado han separado otras personas pero nunca mismo"
885192490848071688,"travs Direccin Administrativa Financiera realiza asistencia tcnica conta"
841138181055606784,"gusta Justin Bieber"
883658415825924097,"esta casa medida sustitutiva verdad esta asustado por costo poltico del asalto"
846821947254226946,"Quin marcar era Pekerman"
835240310187900930,"sessantadue autografo Abraham"
768141180542550016,"ochenta cinco"
768251792824143872,"volemos colibris veras vamoh volar"
818911408448503808,"esto dijo Iglesia sobre imagen que llora"
816365965277536256,"hablamos casualidades eres favorita"
763456750737653761,"perd IPPON Dlt"
836047361264742400,"Una nueva meta vida comenzado hacer deporte con mucha conviccin"
815459391612649472,"Recibiendo con mejor compania"
811796693683314689,"Vista nocturna desde Club Nautico Club Nautico del Salado"
816286694051868672,"Constructora rea Sociedad Annima pertenece Gonzalo Monteverde Bussalleu Mara Isabel Carmona Bernasconi"
835504512139988997,"cierta edad que interesa experimentar vida con paz Cualquier cosa que quita paz debes quitarla vida RGere"
811608842488389634,"just began running workout using Peptalk now"
811392028718338049,"completed his food and exercise diary for"
830191259553845252,"red vigas reforzar control barrios dotados tecnologa aplicaciones mviles"
833390778256875521,"nico consejo vlido sera darle absoluta libertad cada persona meditar voto vaya quien vaya Eso democracia nada mas"
833020259296800768,"pls"
841509757001297921,"Buenas noches buen inicio semana Amor Paz Igualdad Felicidad para todos bendiciones"
845790439202545664,"siempre pensado mismo cuando dan largas las cosas porque son"
840590949529071617,"Caminando"
820107530831597568,"como siempre dndole clavo"
846550913221308416,"quiero fumar mismo que estos Borregos para hablar tanta huevada"
845270913700544512,"Excelente Jueves todos"
825919814539415554,"Aniversario Vicsanvany"
764645323079843840,"ahora sali casa queria jugar quedaba parte donde sale cargando quedaba alli cargaba eso"
822955055330430977,"Bizcochita Chicho Guayaquil Ecuador"
846777301593395201,"Just posted photo Naranjito Guayas Ecuador"
761660361179295744,"voto"
765623242719723520,"Dear your smile the most angelic thingIve ever been fortunate enough witnessWould you mind following"
775869123024789504,"hoy acabando etapa universitaria Hechando vistazo hacia pasado doy cuenta que hay nada mas lindo que COLEGIO"
764563336264556545,"pusieron los cachos jajajajaj pobresito"
836399308689694720,"Cole Santo Domingo Los Colorados"
761586760925216768,"Tecnologa para produccin reconocimiento voz herramientas traduccin"
763824170664943616,"Dear your smile the most angelic thingIve ever been fortunate enough witnessWould you mind following"
777680187362275328,"IPAC"
821157429597663234,"viene una semana super intensa"
828168536950448128,"hay amor mas lindo sincero como este"
825165007247831045,"Pobre Altagracia"
828371026966880256,"estos inutiles dejan entrar carevergas los xdistn custodiados por son una verguenza"
817955130213597184,"Quiero decirte que esty esperando Farruko Con Mirada Ozuna Video Oficial"
774098533993414657,"septiembre salio aire Conde"
776879446494027776,"PALO MURIEL IBA SER GOLAZO VIDA JIJUEPUERCA"
764967382322442246,"Guayaquil Ecuador"
767583599314997248,"Mujeres con labios payasa"
826638178991951876,"ternura mucha gente inspira ternura todos pueden romperte corazn Mucha gente llega Otras Otras matan"
882948109810249730,"VIVO Ministra Martens Tenemos que mejorar condiciones maestros tambin sus competencias"
833621580223766530,"Semana exmenes finales llueve torrencial slo espero hora deban venir los expresos sector sea Venecia Guayaca por"
836657738524446720,"Quieres ser libre deudas lnea crditos Cafam trae para compra cartera Para informacin aqu"
834029016571052032,"versi pierden ruta directo crcel sin pasar por cobrar claro que quieren hacer cne"
767142035275014144,"Hay veces que sentimiento perdura por mucho tiempo sabes luego que fue hermoso slo que deba tomar con calma despacio"
817467858708037635,"ERICK"
882819689616990208,"pacto con Bucaram impresentable intolerable"
776144126194647040,"Just posted video Urb Lugano"
834897149552963585,"arcoris eso amo Calderon Quito Norte"
838396546957856768,"Que sea una cosita segura"
882271822808526848,"VIVO Presidente firma libro Sociedad Geogrfica del Per"
840748892245381121,"SILVANAA"
761417659871293440,"Todo tiene final nada dura para siempre"
764288754056134656,"hay haley que mandado"
835030683760398336,"veces Juanpa hizo sonrer"
840358489243414529,"negra sus dibujos"
767555790685237248,"primer latinoamericano que aparece medallero anfritin puesto"
828748692194746374,"Estoy Mixlr DIGITAL RADIO ElEspecial"
769622343647920128,"Ahora les voy ensear PODER"
811358368749277184,"just finished cycling xdist xtime with"
831309783877689344,"Imposible estar nostlgico con este par delincuentes"
834131358112944128,"Vuelva presii cante fuerza los pobres ayude parar corrupcin Ecuador extraa abrazo"
825414069993795584,"Une aporte suerte"
824849446424809472,"Debera ser ilegal"
830041130255470592,"tengo envida esa esa tarjeta"
840002774863601664,"DULCE MARIA ITUNES"
768113185496772609,"Respeto consumidor importante que entiendan diferencia entre Publicidad Contexto ante Comportamiento"
767851456758243328,"ESTN AQU"
819888169013415937,"Hoy siempre juntas negrita"
835182210869301248,"Compartimos encuesta Cree usted quedevolver atn que don pueblo"
775753354936979456,"Pueden que tus besos hagan delirar suele ser tus labios mejor lugar"
811586603063726080,"CONFIRMADO retorna pas Febrero Banda chilena realizar concierto Parque Exposicin"
840887778472685568,"sunrisesunset will"
811637840291495936,"dices que sientes nada muy bien que gusto nota por encima ropa"
768573130499563520,"Tengo las piernas mas cortas que pollo fdj jajajajaja"
847088675385229317,"cmo piensas enamorarla"
829539178471886849,"nieto Daniel cuando tenia aos"
826118653338873856,"Ven con familia Exhibicin Los esperamos"
830266646673629184,"Ministra Justicis supervisa proceso cedulacin cerca internos del CONOCE"
766023372778172416,"JULIO LLEVE VEHICULO REVISION CORRESPONDIEN"
825728587315740672,"con CSC instalaron Sistema Monitoreo Estadio Alejandro Serrano Aguilar para Campeonato"
812863190358982656,"Feliz Navidad"
811976674577358848,"Usa este cdigo recibe Crdito Cabify"
838911751265599490,"Tabacundo Hacienda Fantasa listos pues para grabacin"
763785303861714944,"Pero que son muyyyy malos que los cazquen pero que les den chuzo"
846060969738539010,"que tengo cara chibola para comprar cigarros pero son para"
776544963718967296,"Sonando only have tonight radio tropicana"
761607060605722625,"cerveza mejor maldita bebida del mundo"
834150690717126657,"Celebramos noble profesin brindando atencin calidad llegando ltimo rincn patria"
835230928406528005,"veces Juanpa hizo sonrer"
761233475290660864,"pierdas comida quema grasa por contacto tendremos historia sobre cuanto afecta sobre peso cama"
815421110711971840,"Shhhhh Facciamo piano che sta arrivando Feliz Nuevo tod Gracias todo"
827661456082599936,"puedo quedarme sexto"
761605448126595072,"DESTAPZrate dio cara respondi sobre millonaria demanda Barcelona VIDEO"
766470843710992384,"Dime que paso con aquella promesa por favor regresa"
883129546911993856,"Atencin ChicasTaller extensiones pestaas pelo pelo diseo cejasDictado por"
843704854468067329,"Por Tumbaco llueve terriblemente"
824040934761496576,"desea conocer sobre poesa msica sintonice"
838482600796819456,"NOVIO HUEON MASTER vvv"
767005865299685376,"Disfruta nuestros paisajes djate enamorar del pas acogedor"
883141566147080192,"Viva ROCK AmericaGuayaquil"
821140325196529668,"asustaron porque entro team Colombia"
817127052860014592,"una las series que nunca subistes naaa"
